"PostOfficeName","Pincode","DistrictsName","City","State"
"Suttanpuri Block B","110041","North Delhi","New Delhi","Delhi"
"Badli","110042","North Delhi","New Delhi","Delhi"
"Haiderpur","110042","North Delhi","New Delhi","Delhi"
"Sameypur Badli","110042","North Delhi","New Delhi","Delhi"
"Najafgarh","110043","South West","New Delhi","Delhi"
"Badarpur","110044","South Delhi","New Delhi","Delhi"
"Badarpur T P Station","110044","South Delhi","New Delhi","Delhi"
"Tughlakabad","110044","South Delhi","New Delhi","Delhi"
"Tughlakabad A F Station","110044","South Delhi","New Delhi","Delhi"
"Ambrohi","110045","West Delhi","New Delhi","Delhi"
"Bakrola","110045","South West","New Delhi","Delhi"
"Palam","110045","West Delhi","New Delhi","Delhi"
"Palam Enclave","110045","West Delhi","New Delhi","Delhi"
"Nangal Rava","110046","West Delhi","New Delhi","Delhi"
"Arjan Garh","110047","South Delhi","New Delhi","Delhi"
"Greater Kailash","110048","South Delhi","New Delhi","Delhi"
"Greater Kailash Ii","110048","South Delhi","New Delhi","Delhi"
"Kailash","110048","South Delhi","New Delhi","Delhi"
"Kailash Colony","110048","South Delhi","New Delhi","Delhi"
"Masjidmoth Phase Ii","110048","South Delhi","New Delhi","Delhi"
"N Block Greater","110048","South Delhi","New Delhi","Delhi"
"Andrews Ganj","110049","South Delhi","New Delhi","Delhi"
"Asian Games Village","110049","South Delhi","New Delhi","Delhi"
"Guatam Nagar","110049","South Delhi","New Delhi","Delhi"
"Gulmohar Park","110049","South Delhi","New Delhi","Delhi"
"Masjid Moth Extn","110049","South Delhi","New Delhi","Delhi"
"Sadiq Nagar","110049","South Delhi","New Delhi","Delhi"
"South Extn Part I","110049","South Delhi","New Delhi","Delhi"
"South Extn Part Ii","110049","South Delhi","New Delhi","Delhi"
"Anarkali","110051","South Delhi","New Delhi","Delhi"
"Azad Nagar","110051","South Delhi","New Delhi","Delhi"
"Gobindpura","110051","South Delhi","New Delhi","Delhi"
"Krishan Nagar","110051","South Delhi","New Delhi","Delhi"
"Krishan Nagar Bazar","110051","South Delhi","New Delhi","Delhi"
"Lajpat Rai Chowk","110051","South Delhi","New Delhi","Delhi"
"Radheypuri","110051","South Delhi","New Delhi","Delhi"
"Ram Nagar","110051","South Delhi","New Delhi","Delhi"
"Ashok Vihar","110052","North Delhi","New Delhi","Delhi"
"Bharat Nagar","110052","North Delhi","New Delhi","Delhi"
"Nimri","110052","North Delhi","New Delhi","Delhi"
"Satyawati Nagar","110052","North Delhi","New Delhi","Delhi"
"Shastri Nagar","110052","North Delhi","New Delhi","Delhi"
"Wazirpur Phase Iii","110052","North Delhi","New Delhi","Delhi"
"Bhajanpuri","110053","North Delhi","New Delhi","Delhi"
"Brahampuri","110053","North Delhi","New Delhi","Delhi"
"Jagjit Nagar","110053","North Delhi","New Delhi","Delhi"
"Maujpur","110053","North Delhi","New Delhi","Delhi"
"Seelampur","110053","North East","New Delhi","Delhi"
"Yamuna Vihar","110053","North Delhi","New Delhi","Delhi"
"Zafrabad","110053","North Delhi","New Delhi","Delhi"
"C R P F Camp","110054","North Delhi","New Delhi","Delhi"
"Civil Lines","110054","North Delhi","New Delhi","Delhi"
"Distt Courts","110054","North Delhi","New Delhi","Delhi"
"Maidens Hotel","110054","North Delhi","New Delhi","Delhi"
"Amrit Kaur Market","110055","Central Delhi","New Delhi","Delhi"
"Multani Dhanda","110055","Central Delhi","New Delhi","Delhi"
"P S B Paharganj","110055","Central Delhi","New Delhi","Delhi"
"Paharganj","110055","Central Delhi","New Delhi","Delhi"
"Swami Ram Tirath Nagar","110055","Central Delhi","New Delhi","Delhi"
"Shakurbasti","110056","North Delhi","New Delhi","Delhi"
"Munirka","110057","South Delhi","New Delhi","Delhi"
"Vasant Vihar I","110057","South West","New Delhi","Delhi"
"Vasant Vihar Ii","110057","South West","New Delhi","Delhi"
"Janakpuri","110058","West Delhi","New Delhi","Delhi"
"Janakpuri Block C 4","110058","West Delhi","New Delhi","Delhi"
"Janakpuri Block D 1","110058","West Delhi","New Delhi","Delhi"
"Janakpuri Blockc 2","110058","West Delhi","New Delhi","Delhi"
"Possangipur","110058","West Delhi","New Delhi","Delhi"
"Jeewan Park","110059","West Delhi","New Delhi","Delhi"
"Uttam Nagar","110059","West Delhi","New Delhi","Delhi"
"New Rajinder Nagar","110060","Central Delhi","New Delhi","Delhi"
"Rajinder Nagar","110060","Central Delhi","New Delhi","Delhi"
"Ravinder Rangsala","110060","Central Delhi","New Delhi","Delhi"
"Bijwasan","110061","South West","New Delhi","Delhi"
"Ambedkar Nagar","110062","South Delhi","New Delhi","Delhi"
"B S F Camp Tigri","110062","South Delhi","New Delhi","Delhi"
"Dakshimpuri Phase I","110062","South Delhi","New Delhi","Delhi"
"Dakshinpuri Phase Iii","110062","South Delhi","New Delhi","Delhi"
"Hamdard Nagar","110062","South Delhi","New Delhi","Delhi"
"Khanpur","110062","South Delhi","New Delhi","Delhi"
"Madangir","110062","South Delhi","New Delhi","Delhi"
"Pushpa Bhawan","110062","South Delhi","New Delhi","Delhi"
"Madipur","110063","North Delhi","New Delhi","Delhi"
"Paschim Vihar","110063","North Delhi","New Delhi","Delhi"
"Paschim Vihar Block B","110063","North Delhi","New Delhi","Delhi"
"Qr Madipur","110063","North Delhi","New Delhi","Delhi"
"Hari Nagar Be Block","110064","West Delhi","New Delhi","Delhi"
"Hari Nagar Da & Db Block","110064","West Delhi","New Delhi","Delhi"
"Mayapuri","110064","West Delhi","New Delhi","Delhi"
"Mayapuri Shopping Centre","110064","West Delhi","New Delhi","Delhi"
"East Of Kailash","110065","South Delhi","New Delhi","Delhi"
"Nehru Nagar","110065","South Delhi","New Delhi","Delhi"
"Sriniwaspuri","110065","South Delhi","New Delhi","Delhi"
"R K Puram","110066","West Delhi","New Delhi","Delhi"
"R K Puram West","110066","West Delhi","New Delhi","Delhi"
"D D A Munirka","110067","West Delhi","New Delhi","Delhi"
"Jawahar Lal Nehru Univers","110067","West Delhi","New Delhi","Delhi"
"Chhawla","110071","South West","New Delhi","Delhi"
"D D A Salam","110072","South West","New Delhi","Delhi"
"Jharoda Kalan","110072","South West","New Delhi","Delhi"
"P T S Jharoda Kalan","110072","South West","New Delhi","Delhi"
"Ujwa","110073","South West","New Delhi","Delhi"
"Dwarka","110075","West Delhi","New Delhi","Delhi"
"Kanjhawala","110081","North West","New Delhi","Delhi"
"Khera Kalan","110082","South West","New Delhi","Delhi"
"Mangolpuri","110083","North Delhi","New Delhi","Delhi"
"Mangolpuri Block 1","110083","North Delhi","New Delhi","Delhi"
"Mangolpuri Block A","110083","North Delhi","New Delhi","Delhi"
"Mangolpuri Block S","110083","North Delhi","New Delhi","Delhi"
"Kutubgarh","110084","South Delhi","New Delhi","Delhi"
"Rohini","110085","North Delhi","New Delhi","Delhi"
"Himmatpuri","110091","East Delhi","New Delhi","Delhi"
"Kalyanpuri","110091","East Delhi","New Delhi","Delhi"
"Khichripur","110091","East Delhi","New Delhi","Delhi"
"Trilokpuri","110091","East Delhi","New Delhi","Delhi"
"Kalyan Vas","110092","East Delhi","New Delhi","Delhi"
"Laxmi Nagar Market","110092","East Delhi","New Delhi","Delhi"
"Patper Ganj","110092","East Delhi","New Delhi","Delhi"
"Shakarpur","110092","East Delhi","New Delhi","Delhi"
"Nand Nagri","110093","East Delhi","New Delhi","Delhi"
"Nand Nagri A Block","110093","East Delhi","New Delhi","Delhi"
"Nathu Colony","110093","East Delhi","New Delhi","Delhi"
"Chilla Villege","110094","East Delhi","New Delhi","Delhi"
"Gokulpuri","110094","East Delhi","New Delhi","Delhi"
"Karawal Nagar","110094","North East","New Delhi","Delhi"
"Bhajan Pura","110096","North Delhi","New Delhi","Delhi"
"Air Port Dabolim","403801","South Goa","Margao","Goa"
"Aldana","403508","North Goa","Aldana","Goa"
"Altc Betim","403112","North Goa","Panaji","Goa"
"Alto Provirim","403521","North Goa","Panaji","Goa"
"Anjuna","403509","North Goa","Panaji","Goa"
"Aquem","403601","South Goa","Aquem","Goa"
"Assolna","403701","South Goa","Margao","Goa"
"Assonera","403503","North Goa","Panaji","Goa"
"Avpara","403518","North Goa","Panaji","Goa"
"Belui","403603","South Goa","Margao","Goa"
"Benavlim","403716","South Goa","Margao","Goa"
"Betim","403101","North Goa","Panaji","Goa"
"Calangute","403516","North Goa","Calangute","Goa"
"Can Sanlim","403712","South Goa","Margao","Goa"
"Canacona","403702","South Goa","Canacona","Goa"
"Candolim","403515","North Goa","Candolim","Goa"
"Caranzalem","403002","North Goa","Panaji","Goa"
"Carmona","403717","South Goa","Margao","Goa"
"Carona","403523","North Goa","Panaji","Goa"
"Chandor","403714","South Goa","Margao","Goa"
"Chicalim","403711","South Goa","Chicalim","Goa"
"Chorao","403102","North Goa","Panaji","Goa"
"Colva","403708","South Goa","Margao","Goa"
"Colvale","403513","North Goa","Colvale","Goa"
"Corlim Industrial Estate","403110","South Goa","Margao","Goa"
"Corlin","403529","North Goa","Panaji","Goa"
"Cortalim","403710","South Goa","Margao","Goa"
